发表时间,来源,论文类型,论文题目,题目翻译,谷歌引用,论文地址,代码地址,Github Star,所用数据集,数据集地址,备注
2025,Multimodal,,FALCON: Resolving Visual Redundancy and Fragmentation in High-resolution Multimodal Large Language Models via Visual Registers,FALCON：通过视觉寄存器解决高分辨率多模态大语言模型中的视觉冗余与碎片化,0,https://arxiv.org/abs/2501.16297,https://github.com/JiuTian-VL/JiuTian-FALCON,10,,,
2025,Multimodal,,FullDiT: Video Generative Foundation Models with Multimodal Control via Full Attention,FullDiT：通过全注意力机制实现多模态控制的视频生成基础模型,17,https://arxiv.org/abs/2503.19907,https://github.com/fulldit/fulldit.github.io,0,,,
2025,Multimodal,,X2I: Seamless Integration of Multimodal Understanding into Diffusion Transformer via Attention Distillation,X2I：通过注意力蒸馏无缝整合多模态理解到扩散变换器,2,https://arxiv.org/abs/2503.06134,https://github.com/OPPO-Mente-Lab/X2I,87,,,
2025,Multimodal,,MMAT-1M: A Large Reasoning Dataset for Multimodal Agent Tuning,MMAT-1M：一个用于多模态代理调优的大型推理数据集,0,https://arxiv.org/abs/2507.21924,https://github.com/VIS-MPU-Agent/MMAT-1M,11,,,
2025,Multimodal,,Exploiting Frequency Dynamics for Enhanced Multimodal Event-based Action Recognition,通过频率动态增强多模态基于事件的动作识别,0,https://openaccess.thecvf.com/content/ICCV2025/papers/Cao_Exploiting_Frequency_Dynamics_for_Enhanced_Multimodal_Event-based_Action_Recognition_ICCV_2025_paper.pdf,https://github.com/caomq123/EMP,1,,,
2025,Multimodal,,Differential-informed Sample Selection Accelerates Multimodal Contrastive Learning,基于差异信息的样本选择加速多模态对比学习,2,https://arxiv.org/abs/2507.12998,https://github.com/MediaBrain-SJTU/DISSect,7,,,
2025,Multimodal,,DocThinker: Explainable Multimodal Large Language Models with Rule-based Reinforcement Learning for Document Understanding,DocThinker：基于规则强化学习的可解释多模态大语言模型用于文档理解,3,https://arxiv.org/abs/2508.08589,https://github.com/wenwenyu/DocThinker,10,,,
2025,Multimodal,,CreatiLayout: Siamese Multimodal Diffusion Transformer for Creative Layout-to-Image Generation,CreatiLayout：基于多模态扩散变换器的创意布局到图像生成,,https://arxiv.org/abs/2412.03859,https://github.com/HuiZhang0812/CreatiLayout,118,,,
2025,Multimodal,,MMGeo: Multimodal Compositional Geo-Localization for UAVs,MMGeo：面向UAV的多模态组合地理定位,,https://openaccess.thecvf.com/content/ICCV2025/html/Ji_MMGeo_Multimodal_Compositional_Geo-Localization_for_UAVs_ICCV_2025_paper.html,https://github.com/Yux1angJi/MMGeo,9,,,
2025,Multimodal,,PS3: A Multimodal Transformer Integrating Pathology Reports with Histology Images and Biological Pathways for Cancer Survival Prediction,PS3：集成病理报告、组织学图像与生物路径的多模态变换器，用于癌症生存预测,,https://arxiv.org/abs/2509.20022,https://github.com/manahilr/PS3,2,,,
2025,Multimodal,,IMG: Calibrating Diffusion Models via Implicit Multimodal Guidance,IMG：通过隐式多模态引导校准扩散模型,0,https://arxiv.org/abs/2509.26231,https://github.com/SHI-Labs/IMG-Multimodal-Diffusion-Alignment,28,,,
2025,Multimodal,,Benchmarking Multimodal CoT Reward Model Stepwise by Visual Program,基准测试多模态CoT奖励模型的逐步视觉程序,5,https://arxiv.org/abs/2504.06606,,,,,
2025,Multimodal,,IGD: Instructional Graphic Design with Multimodal Layer Generation,IGD：基于多模态层生成的指令性图形设计,2,https://arxiv.org/abs/2507.09910,,,,,
2025,Multimodal,,Token Activation Map to Visually Explain Multimodal LLMs,令牌激活图：为多模态大语言模型提供视觉解释,4,https://arxiv.org/abs/2506.23270,https://github.com/xmed-lab/TAM,132,,,
2025,Multimodal,,CC-OCR: A Comprehensive and Challenging OCR Benchmark for Evaluating Large Multimodal Models in Literacy,CC-OCR：一个全面且具有挑战性的OCR基准，用于评估大型多模态模型的识字能力,23,https://arxiv.org/abs/2412.02210,,,,,
2025,Multimodal,,Player-Centric Multimodal Prompt Generation for Large Language Model Based Identity-Aware Basketball Video Captioning,基于多模态提示生成运动员身份感知的篮球视频字幕,0,https://arxiv.org/abs/2507.20163,,,,,
2025,Multimodal,,Harmonizing Visual Representations for Unified Multimodal Understanding and Generation,为统一的多模态理解与生成和谐视觉表示,24,https://arxiv.org/abs/2503.21979,https://github.com/wusize/Harmon,177,,,
2025,Multimodal,,Multimodal Prompt Alignment for Facial Expression Recognition,面向面部表情识别的多模态提示对齐,3,https://arxiv.org/abs/2506.21017,,,,,
2025,Multimodal,,Learning to Inference Adaptively for Multimodal Large Language Models,自适应推理：面向多模态大语言模型的学习,6,https://openaccess.thecvf.com/content/ICCV2025/papers/Jiang_Multimodal_LLM_Guided_Exploration_and_Active_Mapping_using_Fisher_Information_ICCV_2025_paper.pdf,,,,,
2025,Multimodal,,Multimodal LLM Guided Exploration and Active Mapping using Fisher Information,多模态大语言模型引导的探索与主动映射，利用费舍尔信息,6,https://arxiv.org/abs/2410.17422,,,,,
2025,Multimodal,,Multimodal Large Language Model-Guided ISP Hyperparameter Optimization with Dynamic Preference Learning,多模态大语言模型引导的ISP超参数优化与动态偏好学习,0,https://openaccess.thecvf.com/content/ICCV2025/papers/Sun_Multimodal_Large_Language_Model-Guided_ISP_Hyperparameter_Optimization_with_Dynamic_Preference_ICCV_2025_paper.pdf,,,,,
2025,Multimodal,,MPBR: Multimodal Progressive Bidirectional Reasoning for Open-Set Fine-Grained Recognition,MPBR：面向开放集细粒度识别的多模态渐进双向推理,0,https://openaccess.thecvf.com/content/ICCV2025/papers/Tan_MPBR_Multimodal_Progressive_Bidirectional_Reasoning_for_Open-Set_Fine-Grained_Recognition_ICCV_2025_paper.pdf,,,,,
2025,Multimodal,,RoboTron-Drive: All-in-One Large Multimodal Model for Autonomous Driving,RoboTron-Drive：多模态大模型一体化应用于自动驾驶,0,https://arxiv.org/abs/2412.07689,https://github.com/zhijian11/RoboTron-Drive,96,,,
2025,Multimodal,,Exploring The Visual Feature Space for Multimodal Neural Decoding,探索视觉特征空间用于多模态神经解码,2,https://arxiv.org/abs/2505.15755,https://github.com/weihaox/VINDEX,6,,,
2025,Multimodal,,ProbMED: A Probabilistic Framework for Medical Multimodal Binding,ProbMED：面向医学的多模态绑定的概率框架,0,https://arxiv.org/abs/2509.25711,,,,,
2025,Multimodal,,Kestrel: 3D Multimodal LLM for Part-Aware Grounded Description,Kestrel：面向部件感知的3D多模态大语言模型 grounded 描述,6,https://arxiv.org/abs/2405.18937,https://github.com/feielysia/Kestrel.github.io,0,,,
2025,Multimodal,,LMM4LMM: Benchmarking and Evaluating Large-multimodal Image Generation with LMMs,LMM4LMM：评估与基准多模态图像生成的大规模多模态模型,0,https://arxiv.org/abs/2504.08358,https://github.com/IntMeGroup/LMM4LMM,17,,,
2025,Multimodal,,Aligning Vision to Language: Annotation-Free Multimodal Knowledge Graph Construction for Enhanced LLMs Reasoning,将视觉对齐至语言：无注释多模态知识图谱构建，提升LLM推理能力,0,https://arxiv.org/abs/2503.12972,https://github.com/Wings-Of-Disaster/VaLiK,49,,,
2025,Multimodal,,Open-set Cross Modal Generalization via Multimodal Unified Representation,开放集跨模态泛化通过多模态统一表征,2,https://arxiv.org/abs/2507.14935,https://github.com/haihuangcode/CMG,245,,,
2025,Multimodal,,InfoBridge: Balanced Multimodal Integration through Conditional Dependency Modeling,InfoBridge：通过条件依赖建模平衡多模态集成,0,https://openaccess.thecvf.com/content/ICCV2025/papers/Li_InfoBridge_Balanced_Multimodal_Integration_through_Conditional_Dependency_Modeling_ICCV_2025_paper.pdf,https://cuhk-aim-group.github.io/InfoBridge/,,,,
2025,Multimodal,,"Perceive, Understand and Restore: Real-World Image Super-Resolution with Autoregressive Multimodal Generative Models",感知、理解与恢复：基于自回归多模态生成模型的真实图像超分辨率,5,https://arxiv.org/abs/2503.11073,https://github.com/nonwhy/PURE,113,,,
2025,Multimodal,,Griffon v2: Advancing Multimodal Perception with High-Resolution Scaling and Visual-Language Co-Referring,Griffon v2：通过高分辨率缩放与视觉-语言共同指代推进多模态感知,27,https://arxiv.org/abs/2403.09333,https://github.com/jefferyZhan/Griffon,245,,,
2025,Multimodal,,Improving Multimodal Learning via Imbalanced Learning,通过不平衡学习提升多模态学习效果,1,https://arxiv.org/abs/2507.10203,https://github.com/shicaiwei123/ICCV2025-ARL,16,,,
2025,cross-modal,,IRGPT: Understanding Real-world Infrared Image with Bi-cross-modal Curriculum on Large-scale Benchmark,IRGPT：基于大规模基准的双跨模态课程学习，实现对真实世界红外图像的理解,,https://arxiv.org/abs/2507.14449,https://github.com/WheatCao/ICCV2025-IRGPT,21,,,
2025,cross-modal,,Deciphering Cross-Modal Alignment in Large Vision-Language Models via Modality Integration Rate,解码大型视觉语言模型中的跨模态对齐：基于模态融合率的分析,5,https://arxiv.org/abs/2410.07167,https://github.com/shikiw/Modality-Integration-Rate,106,,,
2025,cross-modal,,Causal Disentanglement and Cross-Modal Alignment for Enhanced Few-Shot Learning,用于增强小样本学习的因果解缠与跨模态对齐,,https://arxiv.org/abs/2508.03102,https://github.com/tianjiao-j/CCA,0,,,
2025,cross-modal,,Hierarchical Cross-modal Prompt Learning for Vision-Language Models,用于视觉语言模型的分层跨模态提示学习,4,https://arxiv.org/abs/2507.14976,https://github.com/zzeoZheng/HiCroPL,18,,,
2025,cross-modal,,R1-Onevision: Advancing Generalized Multimodal Reasoning through Cross-Modal Formalization,R1-Onevision：通过跨模态形式化推动通用多模态推理,182,https://arxiv.org/abs/2503.10615,https://github.com/Fancy-MLLM/R1-Onevision,571,,,
2025,cross-modal,,Rethinking Cross-Modal Interaction in Multimodal Diffusion Transformers,重新思考多模态扩散 Transformer 中的跨模态交互,2,https://arxiv.org/abs/2506.07986,https://github.com/Vchitect/TACA,39,,,
2025,cross-modal,,VideoVAE+: Large Motion Video Autoencoding with Cross-modal Video VAE,VideoVAE+：基于跨模态视频 VAE 的大运动视频自编码,,https://arxiv.org/abs/2412.17805,https://github.com/VideoVerses/VideoVAEPlus,374,,,
2025,cross-modal,,AV-Link: Temporally-Aligned Diffusion Features for Cross-Modal Audio-Video Generation,AV-Link：用于跨模态音频-视频生成的时间对齐扩散特征,,https://arxiv.org/abs/2412.15191,https://github.com/snap-research/AVLink,16,,,
2025,cross-modal,,RCTDistill: Cross-Modal Knowledge Distillation Framework for Radar-Camera 3D Object Detection with Temporal Fusion,RCTDistill：用于雷达-相机三维目标检测与时序融合的跨模态知识蒸馏框架,,https://arxiv.org/abs/2509.17712,,,,,
2025,cross-modal,,RIOcc: Efficient Cross-Modal Fusion Transformer with Collaborative Feature Refinement for 3D Semantic Occupancy Prediction,RIOcc：用于三维语义占据预测的高效跨模态融合 Transformer 与协同特征优化,0,https://openaccess.thecvf.com/content/ICCV2025/papers/Fan_RIOcc_Efficient_Cross-Modal_Fusion_Transformer_with_Collaborative_Feature_Refinement_for_ICCV_2025_paper.pdf,,,,,
2025,cross-modal,,Depth AnyEvent: A Cross-Modal Distillation Paradigm for Event-Based Monocular Depth Estimation,Depth AnyEvent：一种用于基于事件的单目深度估计的跨模态蒸馏范式,0,https://arxiv.org/abs/2509.15224,https://github.com/bartn8/depthanyevent,27,,,
2025,cross-modal,,Leveraging Debiased Cross-modal Attention Maps and Code-based Reasoning for Zero-shot Referring Expression Comprehension,利用去偏跨模态注意力图与基于代码的推理实现零样本指代表达理解,0,https://openaccess.thecvf.com/content/ICCV2025/papers/Chen_Leveraging_Debiased_Cross-modal_Attention_Maps_and_Code-based_Reasoning_for_Zero-shot_ICCV_2025_paper.pdf,,,,,
2025,cross-modal,,UniDxMD: Towards Unified Representation for Cross-Modal Unsupervised Domain Adaptation in 3D Semantic Segmentation,UniDxMD：迈向三维语义分割中跨模态无监督域自适应的统一表示,0,https://openaccess.thecvf.com/content/ICCV2025/papers/Liang_UniDxMD_Towards_Unified_Representation_for_Cross-Modal_Unsupervised_Domain_Adaptation_in_3D_Semantic_Segmentation_ICCV_2025_paper.pdf,,,,,
2025,cross-modal,,Towards Cross-modal Backward-compatible Representation Learning for Vision-Language Models,面向视觉语言模型的跨模态后向兼容表征学习,3,https://arxiv.org/abs/2405.14715,,,,,
2025,cross-modal,,VAFlow: Video-to-Audio Generation with Cross-Modality Flow Matching,VAFlow：基于跨模态流匹配的视频生成音频模型,0,https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_VAFlow_Video-to-Audio_Generation_with_Cross-Modality_Flow_Matching_ICCV_2025_paper.pdf,,,,,
2025,cross-modal,,Seeing 3D Through 2D Lenses: 3D Few-Shot Class-Incremental Learning via Cross-Modal Geometric Rectification,通过二维视角看三维：基于跨模态几何校正的三维小样本增量学习,1,https://arxiv.org/abs/2509.14958,,,,,
2025,cross-modal,,Cross-modal Ship Re-Identification via Optical and SAR Imagery: A Novel Dataset and Method,跨模态船舶再识别（光学与 SAR 图像）：新数据集与新方法,1,https://arxiv.org/abs/2506.22027,https://github.com/Alioth2000/Hoss-ReID,46,,,
2025,cross-modal,,Phantom: Subject-Consistent Video Generation via Cross-Modal Alignment,Phantom：基于跨模态对齐的主体一致性视频生成,29,https://arxiv.org/abs/2502.11079,https://github.com/phantom-video/Phantom,1500,,,
2025,cross-modal,,HiGarment: Cross-modal Harmony Based Diffusion Model for Flat Sketch to Realistic Garment Image,HiGarment：用于平面草图到真实服装图像生成的跨模态和谐扩散模型,2,https://arxiv.org/abs/2505.23186,https://github.com/Maple498/HiGarment,0,,,
2025,cross-modal,,SuperEvent: Cross-Modal Learning of Event-based Keypoint Detection for SLAM,SuperEvent：用于 SLAM 的基于事件的关键点检测之跨模态学习,2,https://arxiv.org/abs/2504.00139,https://github.com/ethz-mrl/SuperEvent,18,,,
2025,cross-modal,,Intra-modal and Cross-modal Synchronization for Audio-visual Deepfake Detection and Temporal Localization,用于音频-视觉深度伪造检测与时间定位的模态内与跨模态同步机制,0,https://openaccess.thecvf.com/content/ICCV2025/papers/Anshul_Intra-modal_and_Cross-modal_Synchronization_for_Audio-visual_Deepfake_Detection_and_Temporal_Localization_ICCV_2025_paper.pdf,,,,,
